ID Next,EAN,SKU,URL Foto24,URL Photo24,Precio F24,Marca
FT_004936,5901698717636,M00458,https://www.foto24.com/beauty-dish-quadralite-flex-65cm-plegable.html,https://www.photo24.fr/beauty-dish-quadralite-flex-65cm-pliant.html,49.99,Quadralite
FT_004553,5901698714086,M00457,https://www.foto24.com/softbox-octa-quadralite-flex-80cm-plegado-rapido.html,https://www.photo24.fr/softbox-octa-quadralite-flex-80cm-pliage-rapide.html,57.99,Quadralite
FT_004379,5901698713638,M00443,https://www.foto24.com/quadralite-barra-para-fondos-plegable-l-2800g.html,https://www.photo24.fr/quadralite-barre-pour-fonds-pliable-l-2800g.html,19.99,Quadralite
FT_004938,5901698717650,M00794,https://www.foto24.com/grid-quadralite-para-beauty-dish-flex-65cm.html,https://www.photo24.fr/grid-quadralite-pour-beauty-dish-flex-65cm.html,22.99,Quadralite
FT_004887,5901698717551,M00459,https://www.foto24.com/grid-quadralite-120cm-para-softbox-hexadecagono.html,https://www.photo24.fr/grid-quadralite-120cm-pour-softbox-hexadecagone.html,33.99,Quadralite
FT_004984,5901698717407,M00460,https://www.foto24.com/grid-quadralite-150cm-para-softbox-hexadecagono.html,https://www.photo24.fr/grid-quadralite-150cm-pour-softbox-hexadecagone.html,43.99,Quadralite
FT_005371,5901698718435,M00430,https://www.foto24.com/grid-quadralite-50cm-para-softbox-hexadecagono.html,https://www.photo24.fr/grid-quadralite-50cm-pour-softbox-hexadecagone.html,24.99,Quadralite
FT_004888,5901698717568,M00462,https://www.foto24.com/grid-quadralite-90cm-para-softbox-hexadecagono.html,https://www.photo24.fr/grid-quadralite-90cm-pour-softbox-hexadecagone.html,27.99,Quadralite
FT_004354,5901698712044,0716549039,https://www.foto24.com/grid-quadralite-120x80cm-para-softbox-rectangular.html,https://www.photo24.fr/grille-nid-d-abeille-quadralite-120x80cm-pour-softbox-rectangulaire.html,25.99,Quadralite
FT_004355,5901698712051,0715552100,https://www.foto24.com/grid-quadralite-30x120cm-para-softbox-rectangular.html,https://www.photo24.fr/quadralite-grille-nid-d-abeille-30x120cm-pour-softbox-rectangulaire.html,14.99,Quadralite
FT_004356,5901698712068,M00585,https://www.foto24.com/grid-quadralite-40x180cm-para-softbox-rectangular.html,https://www.photo24.fr/grid-quadralite-40x180cm-pour-softbox-rectangulaire.html,25.99,Quadralite
FT_004358,5901698712082,M00427,https://www.foto24.com/grid-quadralite-60x60cm-para-softbox-cuadrado.html,https://www.photo24.fr/grid-quadralite-60x60cm-pour-softbox-carree.html,19.99,Quadralite
FT_004360,5901698712112,M01113,https://www.foto24.com/grid-quadralite-95cm-para-softbox-deepocta-95.html,https://www.photo24.fr/grid-quadralite-95cm-pour-softbox-deepocta-95.html,27.99,Quadralite
FT_004359,5901698712099,0716549040,https://www.foto24.com/grid-para-softbox-quadralite-octogonal-120cm.html,https://www.photo24.fr/grille-nid-d-abeille-pour-softbox-quadralite-octogonale-120cm.html,39.99,Quadralite
FT_004378,5901698712105,M00212,https://www.foto24.com/grid-quadralite-80x80cm-para-softbox-octogonal.html,https://www.photo24.fr/grid-quadralite-80x80cm-pour-softbox-octogonale.html,34.99,Quadralite
FT_004985,5901698717933,M00446,https://www.foto24.com/softbox-hexadecagono-quadralite-150cm.html,https://www.photo24.fr/softbox-hexadecagone-quadralite-150cm.html,179.99,Quadralite
FT_005366,5901698718381,M00420,https://www.foto24.com/softbox-hexadecagono-quadralite-50cm.html,https://www.photo24.fr/softbox-hexadecagone-quadralite-50cm.html,69.99,Quadralite
FT_004859,5901698717391,M00463,https://www.foto24.com/flash-de-estudio-quadralite-atlas-600-pro-ttl.html,https://www.photo24.fr/softbox-hexadecagone-quadralite-90cm.html,86.99,Quadralite
FT_004293,5901698712013,M00790,https://www.foto24.com/grid-quadralite-para-beauty-dish-42cm.html,https://www.photo24.fr/grid-quadralite-pour-beauty-dish-42cm.html,34.99,Quadralite
FT_004292,5901698712037,M00293,https://www.foto24.com/grid-quadralite-para-beauty-dish-70cm.html,https://www.photo24.fr/grid-quadralite-pour-beauty-dish-70cm.html,78.99,Quadralite
FT_004884,5901698717520,M00441,https://www.foto24.com/quadralite-bombilla-led-40w-e27.html,https://www.photo24.fr/quadralite-ampoule-led-40w-e27.html,12.99,Quadralite
FT_005868,5901698719432,M00377,https://www.foto24.com/quadralite-anillo-de-luz-led-10.html,https://www.photo24.fr/quadralite-anneau-de-lumiere-led-10.html,34.99,Quadralite
